Order,Color,P1000.csv,P1000_NRe.csv,P0.csv,P_soil.csv,P100_NRe.csv,P_emp.csv,P10_NRe.csv,P100.csv,P10.csv,P_urea.csv,P_water.csv
11,Green,6.619236037057876,2.1213203435596424,2.5166114784235796,4.041451884327382,2.6847522673129682,3.0550504633038904,2.8039088362328672,5.7571465885545585,,0.5773502691896278,2.5166114784235796
11,Red,8.535918507220225,3.139608710833703,2.6457513110645907,1.1547005383792495,2.8393493553813913,4.725815626252614,2.8191521859628517,9.683073105264912,,1.0,2.6457513110645907
11,White,18.754935858264616,4.531372124791053,2.8722813232690143,2.6299556396765835,4.87315288572185,2.217355782608345,4.915476046315854,22.920670645885185,,5.439056290693581,2.8722813232690143
12,Black,0.5871429486123998,0.7451598203705945,0.5773502691896257,0.5773502691896257,1.0990426455975697,1.0,0.8870412083230169,0.39403446282620624,,1.5275252316519465,0.5773502691896257
12,Blue,4.59834066181544,2.525657809051151,3.055050463303895,2.0816659994661366,2.4942038071454613,2.886751345948133,4.652107615173782,6.730918448317046,,4.58257569495584,3.055050463303895
12,Green,6.073753056428636,2.866057521105559,1.1547005383792557,2.0,2.455391489848628,1.5275252316519499,2.8132340311971333,4.946822478276229,,4.358898943540674,1.1547005383792557
12,Red,7.995832247698385,3.8846462117516243,5.5677643628300215,1.1547005383792526,3.4565328072533994,4.509249752822887,2.6699384690609294,9.683073105264922,,3.5118845842842457,5.5677643628300215
12,White,19.75577070606146,5.149202434774326,4.112987559751007,7.164728420068234,3.98210281850467,2.6299556396765835,4.674143669980524,21.81393176498953,,2.872281323269026,4.112987559751007
13,Black,0.5525062514530825,0.6048053188292994,1.0,0.5773502691896257,0.9665456669582608,1.1547005383792515,0.812727700887249,0.5525062514530825,,1.0,1.0
13,Blue,4.322219215561424,3.393492223902129,0.0,5.686240703077331,3.2101811721295013,1.1547005383792432,3.625567106275283,5.659412281184421,,2.6457513110645907,0.0
13,Green,6.592564354020732,2.536401650632908,0.5773502691896278,1.1547005383792526,2.9912152080805927,0.5773502691896216,2.656528346760645,5.505021631010612,,1.1547005383792495,0.5773502691896278
13,Red,7.4520690639132665,3.4873922581070302,1.1547005383792432,2.88675134594813,2.1580414400893333,2.309401076758499,3.269629365918435,9.238892945431443,,1.5275252316519452,1.1547005383792432
13,White,18.757093896138898,5.12463703708901,8.421203397773176,6.137317546507315,3.680709041423816,3.5118845842842625,4.2381487423053805,22.752812489678657,,4.760952285695217,8.421203397773176
14,Black,0.6407232755171873,0.5525062514530825,1.0,0.5773502691896257,1.118033988749895,0.5773502691896258,0.638666373658505,0.48936048492959305,,1.1547005383792515,1.0
14,Blue,4.3222192155614225,2.924938145994681,0.5773502691896216,5.131601439446887,3.3946552417773264,2.0,3.290736599672039,6.118135250823442,,3.214550253664313,0.5773502691896216
14,Green,6.441310129971717,1.9469145308606106,1.0,2.886751345948127,2.1490511982341376,4.04145188432738,2.5755258362775812,5.714938872445562,,2.6457513110645907,1.0
14,Red,7.907802054511307,3.70906226115751,5.291502622129181,4.0,2.6921402355039246,5.507570547286106,3.655393927048736,9.635005621863089,,1.1547005383792557,5.291502622129181
14,White,18.733087610657527,3.756898416817484,6.55108133567786,6.78232998312526,4.996189023836535,1.4142135623731085,3.525417908358043,21.675968699175108,,1.4142135623731018,6.55108133567786
15,Black,0.5149286505444371,0.6602252917735247,0.5773502691896258,0.5773502691896257,0.7300459115473715,0.5773502691896257,0.38924947208076144,0.36313651960128157,,0.0,0.5773502691896258
15,Blue,4.870295701472368,2.8238907511373363,2.5166114784235765,3.605551275463989,2.1461734799546455,1.5275252316519452,2.6628760937957887,5.351902198551198,,3.605551275463989,2.5166114784235765
15,Green,7.942098153317109,2.778434265858556,3.605551275463989,0.5773502691896247,2.636389472469775,3.2145502536643145,2.907670107585359,6.139406135149199,,0.0,3.605551275463989
15,Red,9.320879136582978,3.919520042382395,3.7859388972001744,0.5773502691896247,3.390462814312831,3.605551275463989,3.425021055522039,10.417476159022854,,2.6457513110645907,3.7859388972001744
15,White,19.246806499769274,3.777926319123662,3.559026084010437,5.852349955359816,3.5451631581891636,5.196152422706625,2.278663575938253,16.222525378939302,,1.914854215512681,3.559026084010437
16,Black,,,0.5773502691896257,0.0,,1.1547005383792515,,,,1.0,0.5773502691896257
16,Blue,,,3.605551275463989,2.886751345948133,,2.0816659994661246,,,,2.5166114784235822,3.605551275463989
16,Green,,,1.1547005383792557,2.309401076758502,,3.785938897200181,,,,1.0,1.1547005383792557
16,Red,,,5.686240703077329,4.932882862316246,,1.7320508075688772,,,,3.214550253664313,5.686240703077329
16,White,,,2.0816659994661215,6.499999999999993,,4.112987559751034,,,,3.785938897200199,2.0816659994661215
17,Black,,,1.0,0.5773502691896257,,0.0,,,,0.5773502691896257,1.0
17,Blue,,,0.5773502691896216,2.0816659994661366,,1.7320508075688772,,,,1.5275252316519452,0.5773502691896216
17,Green,,,1.0,2.516611478423582,,2.6457513110645907,,,,3.5118845842842497,1.0
17,Red,,,5.686240703077333,4.618802153517007,,3.2145502536643153,,,,3.605551275463989,5.686240703077333
17,White,,,5.507570547286092,6.000000000000008,,4.96655480858378,,,,0.577350269189634,5.507570547286092
18,Black,,,0.5773502691896257,0.5773502691896257,,0.0,,,,0.5773502691896257,0.5773502691896257
18,Blue,,,2.6457513110645907,3.2145502536643145,,2.0,,,,2.0,2.6457513110645907
18,Green,,,3.5118845842842425,1.0,,0.5773502691896278,,,,1.0,3.5118845842842425
18,Red,,,2.8867513459481207,3.5118845842842483,,1.5275252316519545,,,,0.5773502691896216,2.8867513459481207
18,White,,,1.5275252316519499,6.082762530298219,,4.0,,,,2.081665999466128,1.5275252316519499
19,Black,,,1.1547005383792517,0.0,,0.0,,,,1.5275252316519468,1.1547005383792517
19,Blue,,,2.0,0.5773502691896278,,2.0816659994661246,,,,2.6457513110645907,2.0
19,Green,,,2.6457513110645907,5.0332229568471645,,3.605551275463989,,,,2.5166114784235796,2.6457513110645907
19,Red,,,3.7859388972001855,1.5275252316519485,,0.5773502691896216,,,,2.5166114784235907,3.7859388972001855
19,White,,,1.527525231651959,6.658328118479401,,2.6457513110645907,,,,5.507570547286118,1.527525231651959
20,Black,,,0.5773502691896258,1.0,,1.5275252316519465,,,,0.5773502691896257,0.5773502691896258
20,Blue,,,2.5166114784235822,1.1547005383792495,,0.5773502691896216,,,,3.7859388972001855,2.5166114784235822
20,Green,,,2.5166114784235796,2.516611478423582,,1.1547005383792495,,,,0.5773502691896216,2.5166114784235796
20,Red,,,3.2145502536643153,2.081665999466131,,1.7320508075688772,,,,1.1547005383792557,3.2145502536643153
20,White,,,2.0816659994661215,8.386497083606091,,4.041451884327378,,,,3.055050463303881,2.0816659994661215
21,Black,,,1.7320508075688772,0.5773502691896257,,1.1547005383792515,,,,1.0,1.7320508075688772
21,Blue,,,3.5118845842842537,1.7320508075688772,,1.5275252316519452,,,,1.1547005383792557,3.5118845842842537
21,Green,,,3.5118845842842465,0.5773502691896247,,3.605551275463989,,,,1.7320508075688772,3.5118845842842465
21,Red,,,3.5118845842842537,4.618802153517004,,2.081665999466135,,,,1.7320508075688772,3.5118845842842537
21,White,,,4.509249752822895,4.041451884327373,,1.154700538379268,,,,4.163331998932277,4.509249752822895
22,Black,,,1.1547005383792517,0.0,,1.0,,,,0.5773502691896257,1.1547005383792517
22,Blue,,,1.5275252316519452,4.58257569495584,,4.358898943540674,,,,1.7320508075688772,1.5275252316519452
22,Green,,,2.0,4.725815626252606,,2.6457513110645907,,,,1.1547005383792495,2.0
22,Red,,,5.686240703077319,2.0,,5.131601439446892,,,,1.5275252316519545,5.686240703077319
22,White,,,4.358898943540674,5.507570547286095,,1.5275252316519312,,,,2.0,4.358898943540674
23,Black,,,1.0,1.0,,0.5773502691896257,,,,0.5773502691896258,1.0
23,Blue,,,1.0,4.58257569495584,,5.5677643628300215,,,,2.5166114784235822,1.0
23,Green,,,2.08166599946613,1.7320508075688772,,2.0816659994661366,,,,2.6457513110645907,2.08166599946613
23,Red,,,2.5166114784235907,4.618802153517004,,1.1547005383792557,,,,1.5275252316519545,2.5166114784235907
23,White,,,6.027713773341723,4.725815626252601,,1.154700538379268,,,,2.8867513459481207,6.027713773341723
24,Black,,,0.5773502691896257,0.5773502691896257,,0.0,,,,0.5773502691896258,0.5773502691896257
24,Blue,,,3.0550504633038855,1.5275252316519428,,0.5773502691896216,,,,1.5275252316519452,3.0550504633038855
24,Green,,,1.0,4.725815626252606,,1.5275252316519499,,,,4.509249752822894,1.0
24,Red,,,1.0,2.6457513110645907,,6.0277137733417145,,,,2.6457513110645907,1.0
24,White,,,3.605551275463989,9.073771725877458,,3.5118845842842474,,,,2.6457513110645907,3.605551275463989
25,Black,,,1.0,0.5773502691896257,,0.5773502691896258,,,,1.5275252316519465,1.0
25,Blue,,,2.309401076758499,1.5275252316519428,,1.5275252316519405,,,,1.1547005383792557,2.309401076758499
25,Green,,,1.0,2.081665999466131,,2.0,,,,0.5773502691896216,1.0
25,Red,,,2.0,2.516611478423585,,3.0,,,,2.6457513110645907,2.0
25,White,,,1.7320508075688772,6.110100926607794,,4.358898943540674,,,,2.6457513110645907,1.7320508075688772
26,Black,,,1.0,0.5773502691896257,,0.0,,,,0.0,1.0
26,Blue,,,1.1547005383792557,2.0,,2.6457513110645907,,,,0.5773502691896216,1.1547005383792557
26,Green,,,1.0,3.4641016151377544,,4.358898943540674,,,,3.5118845842842425,1.0
26,Red,,,5.291502622129181,2.0,,1.1547005383792432,,,,1.1547005383792557,5.291502622129181
26,White,,,3.605551275463989,5.196152422706632,,1.5275252316519499,,,,1.5275252316519312,3.605551275463989
27,Black,,,0.5773502691896258,0.5773502691896257,,0.5773502691896257,,,,1.0,0.5773502691896258
27,Blue,,,5.291502622129181,4.9328828623162435,,3.0,,,,1.0,5.291502622129181
27,Green,,,0.5773502691896216,3.2145502536643176,,1.5275252316519428,,,,4.0,0.5773502691896216
27,Red,,,1.5275252316519545,2.6457513110645907,,0.5773502691896216,,,,2.6457513110645907,1.5275252316519545
27,White,,,4.932882862316231,2.081665999466135,,6.3508529610858755,,,,5.507570547286118,4.932882862316231
28,Black,,,0.0,0.5773502691896257,,0.5773502691896257,,,,1.1547005383792517,0.0
28,Blue,,,1.7320508075688772,2.6457513110645907,,2.6457513110645907,,,,1.1547005383792557,1.7320508075688772
28,Green,,,2.0,2.0816659994661335,,3.0,,,,1.7320508075688772,2.0
28,Red,,,1.1547005383792432,3.2145502536643202,,4.358898943540674,,,,5.196152422706632,1.1547005383792432
28,White,,,7.0,2.5166114784235822,,5.131601439446868,,,,4.0414518843273886,7.0
29,Black,,,0.5773502691896257,0.0,,0.5773502691896257,,,,1.1547005383792517,0.5773502691896257
29,Blue,,,4.509249752822893,2.6457513110645907,,3.5118845842842394,,,,2.6457513110645907,4.509249752822893
29,Green,,,2.5166114784235836,1.5275252316519485,,1.1547005383792495,,,,3.21455025366432,2.5166114784235836
29,Red,,,3.0550504633038997,1.7320508075688772,,4.041451884327376,,,,3.0,3.0550504633038997
29,White,,,4.725815626252625,2.0816659994661246,,2.3094010767584865,,,,2.0,4.725815626252625
30,Green,,,,,,,,,,,
30,White,,,,,,,,,,,
