Order,Color,Soil_2.csv,Soil_3.csv,Soil_1.csv,Soil_0.csv,Empty_0.csv,Empty_1.csv,Urea_5.csv,Urea_4.csv,Urea_3.csv,Urea_2.csv,Urea_1.csv,Water_1.csv,Water_0.csv
1,White,13.625955623979792,8.34665601703261,8.050436249640383,5.727959829601097,6.363961030678928,4.031128874149269,8.48528137423857,7.0710678118654755,2.6299556396765835,5.802298395176391,3.9157800414902293,6.60807586719967,4.573474244670748
2,Black,0.5773502691896257,0.0,0.5477225575051662,0.5477225575051661,,1.0,,,1.0,1.5275252316519465,0.5773502691896258,0.5773502691896258,0.5773502691896258
2,Blue,4.58257569495584,3.0,2.316606713852535,3.5449494589721064,2.8284271247461903,2.0,0.0,0.0,1.5275252316519452,2.081665999466135,1.0,3.4641016151377544,5.0
2,Green,2.6457513110645907,1.0,2.422120283277993,2.1602468994692874,0.7071067811865476,3.055050463303897,2.1213203435596424,2.1213203435596424,1.0,0.5773502691896278,3.214550253664321,2.5166114784235836,1.7320508075688772
2,Red,4.932882862316246,2.6457513110645907,4.775931721614519,2.299068134204443,2.1213203435596424,1.7320508075688772,0.7071067811865476,0.7071067811865476,1.5275252316519452,4.1633319989322635,5.291502622129181,4.041451884327373,2.309401076758499
2,White,16.227548592850773,4.898979485566356,7.78276484107213,3.773340063934765,2.8284271247461903,4.830458915396485,4.242640687119285,2.1213203435596424,2.872281323269006,5.916079783099609,4.349329450233296,5.196152422706632,3.9157800414902293
3,Black,0.5773502691896258,0.5773502691896257,0.5163977794943222,0.408248290463863,,1.1547005383792517,,,1.0,0.5773502691896258,1.5275252316519465,1.7320508075688772,1.0
3,Blue,2.0816659994661335,2.5166114784235867,2.160246899469289,3.1411250638372623,2.1213203435596424,2.5166114784235907,0.7071067811865476,0.7071067811865476,1.5275252316519545,2.0816659994661246,1.7320508075688772,1.5275252316519405,4.618802153516998
3,Green,3.605551275463989,0.5773502691896247,2.9439202887759492,1.72240142436851,0.7071067811865476,1.1547005383792495,4.242640687119285,1.4142135623730951,1.7320508075688772,2.309401076758505,3.5118845842842425,3.0550504633038904,1.7320508075688772
3,Red,8.08290376865476,0.5773502691896247,3.5118845842842545,2.9113897843110044,0.0,2.309401076758499,1.4142135623730951,1.4142135623730951,5.507570547286106,4.041451884327373,2.6457513110645907,2.5166114784235907,5.0
3,White,13.403979508588726,7.615773105863901,9.719886340703287,2.93582145558064,11.313708498984761,2.449489742783178,7.0710678118654755,0.7071067811865476,4.9328828623162355,3.1622776601683644,4.795831523312706,7.847504911329025,1.9148542155126762
4,Black,0.5773502691896257,0.5773502691896258,0.7527726527090809,0.752772652709081,,0.5773502691896257,,,0.0,0.5773502691896257,0.5773502691896257,0.5773502691896257,0.5773502691896257
4,Blue,2.0,4.58257569495584,3.3862466931200794,2.581988897471609,2.8284271247461903,2.0,2.1213203435596424,4.949747468305833,3.2145502536643265,0.5773502691896216,3.7859388972001873,0.577350269189634,1.5275252316519545
4,Green,1.5275252316519485,2.309401076758502,3.8858718455450907,2.258317958127244,1.4142135623730951,3.605551275463989,1.4142135623730951,0.7071067811865476,1.5275252316519499,0.5773502691896278,4.358898943540674,3.0550504633038904,3.0550504633038904
