Order,Color,P4_R,P60_R,P80_W,P40_W,P40_A,P2_B,P80_WR,P80_A,P100_blank,BG_rbru0,P2_W,P2_A,BG_rbru1,P4_blank,P6_R,P10_WR,P6_A,P10_NoR,P2_R,P6_W,P4_B,P2_blank,P80_R,P4_W,P60_W,P6_B,P2_NoR,P40_R,P80_blank,P60_A,P4_A,P60_NoR,P20_WR,P8_blank,P20_blank,P20_A,P100_WR,P20_W,P20_R,P8_NoR,P60_WR,P80_NoR,P40_blank,P20_NoR,P6_blank,P4_NoR,P2_WR,BG_1,BG_0,P10_blank,P8_WR,P10_R,P8_A,P60_blank,P4_WR,P8_W,P8_B,P100_A,P100_W,P40_WR,P100_R,P10_B,P100_NoR,P6_WR,P40_NoR,P10_W,P6_NoR,P8_R,P10_A
1,Black,5.75,6.75,5.75,6.5,5.25,8.0,6.25,5.5,8.25,4.75,7.0,12.25,5.0,6.75,11.75,13.25,12.75,15.0,7.25,23.25,6.75,7.25,5.5,7.25,7.0,6.25,9.0,3.75,7.5,6.75,11.75,9.25,7.75,15.75,6.25,5.5,5.5,8.25,5.25,14.5,5.25,6.75,6.0,8.5,16.25,7.75,7.0,5.5,5.25,16.0,15.0,10.5,12.0,6.5,6.75,16.75,5.75,5.25,7.75,6.25,5.5,5.0,7.0,16.5,6.25,14.75,16.75,11.25,9.75
1,Blue,128.0,126.5,333.75,271.25,98.0,145.0,297.75,71.25,240.75,236.25,274.5,154.25,240.0,185.0,150.5,263.5,105.5,290.0,155.5,307.5,88.0,199.0,102.75,219.5,285.75,81.25,263.0,142.25,240.5,96.0,100.25,308.25,265.5,235.5,196.75,90.0,311.5,282.75,124.5,268.75,244.0,278.0,234.75,291.75,238.75,253.0,229.25,239.5,238.75,233.0,261.0,108.5,81.75,220.5,225.75,278.0,56.25,68.25,315.75,248.5,93.0,54.25,294.75,283.25,291.75,273.75,300.25,108.0,79.0
1,Green,142.75,123.25,532.75,349.75,82.5,161.33333333333334,453.0,51.0,329.0,368.5,372.25,159.0,378.0,284.5,166.0,364.75,93.75,416.25,187.25,453.75,83.75,298.5,92.0,327.75,393.75,64.25,382.5,152.5,362.75,79.75,91.75,447.0,414.0,332.5,305.5,79.75,441.25,440.25,122.75,369.0,341.75,387.5,325.5,454.75,348.75,364.5,327.75,370.5,373.0,313.25,355.0,117.5,68.25,324.75,324.75,376.25,46.25,50.0,455.25,319.0,81.0,44.25,386.25,420.0,441.75,372.5,408.0,119.0,64.75
1,Red,78.5,54.0,353.5,284.75,30.25,90.33333333333331,308.25,24.25,291.0,304.5,315.25,97.25,305.75,252.75,100.5,313.5,39.5,365.5,128.75,366.75,35.0,248.5,41.0,293.75,317.75,25.75,314.25,69.0,282.25,30.25,45.0,345.5,308.75,289.5,270.5,31.25,328.75,327.5,66.0,327.75,288.75,320.5,276.0,330.5,286.75,311.25,264.0,311.0,311.75,294.0,312.5,75.25,30.75,273.25,259.75,333.75,22.5,20.75,320.25,270.0,36.0,16.5,326.75,321.25,327.75,346.0,333.25,74.25,29.5
1,White,362.25,312.5,962.5,841.25,198.25,369.0,948.25,132.75,812.5,857.0,897.75,376.25,869.0,679.5,429.5,863.25,204.75,941.25,470.0,953.25,196.5,709.75,236.75,791.75,921.25,156.0,898.75,371.5,826.5,189.0,210.25,953.5,913.75,790.5,735.75,184.0,953.5,945.75,313.0,865.0,833.75,918.5,780.5,952.5,798.25,864.75,776.25,869.0,863.5,763.5,852.0,337.25,153.75,777.5,764.75,904.75,108.5,128.75,954.75,794.0,213.25,106.5,925.0,929.0,951.25,902.25,923.25,337.0,149.75
2,Black,5.5,6.5,5.75,6.5,5.0,7.0,5.75,6.0,7.25,4.75,7.5,12.0,5.25,7.0,12.25,12.25,14.75,15.25,8.0,24.5,6.75,7.25,6.75,7.5,6.75,7.25,8.75,4.25,7.75,6.0,12.0,8.75,8.75,16.5,6.25,6.25,5.0,9.25,6.25,15.0,5.75,6.5,6.5,9.0,16.25,7.5,6.75,5.25,5.0,15.0,15.25,11.0,11.25,6.5,7.5,16.0,5.5,5.0,7.25,6.25,4.5,5.5,6.25,17.25,7.75,14.0,17.25,11.5,11.5
2,Blue,130.25,127.25,332.5,269.5,97.75,145.0,298.75,72.5,242.0,237.75,271.0,156.0,240.25,185.75,149.0,266.75,107.0,292.0,154.25,308.0,87.5,200.5,102.5,221.5,286.75,82.0,266.0,139.0,239.75,95.75,99.5,308.0,266.25,239.5,196.75,90.25,311.25,285.75,121.75,269.75,243.75,277.0,232.5,293.25,236.25,252.25,225.0,237.0,237.5,235.0,257.75,108.5,82.25,218.0,226.75,276.75,56.75,70.25,317.75,250.0,96.0,54.5,290.75,281.25,294.5,272.0,302.0,108.75,77.5
2,Green,142.25,122.25,536.25,349.25,82.25,157.66666666666666,455.0,51.5,328.25,368.25,371.5,161.0,376.0,280.0,166.0,365.0,93.75,418.0,187.5,453.25,85.5,300.25,94.0,324.0,395.25,63.75,387.5,151.25,364.0,78.0,91.0,449.25,410.5,335.0,307.25,81.75,437.5,439.75,122.75,368.75,341.5,388.25,326.25,455.5,349.25,362.5,325.75,370.75,371.5,315.0,357.5,116.75,65.25,326.75,325.5,380.0,44.5,49.75,453.25,314.5,84.0,44.5,387.25,419.0,443.25,374.5,409.0,113.5,61.25
2,Red,79.25,56.25,353.0,288.0,29.75,91.66666666666669,307.25,23.25,290.0,303.5,315.5,99.0,304.0,252.0,103.25,311.5,39.0,368.25,129.0,367.5,35.75,249.75,44.0,298.25,318.25,24.5,311.25,69.25,282.75,28.75,43.75,344.0,309.0,287.25,272.25,30.0,328.75,325.75,67.0,329.0,287.5,319.0,274.75,333.75,288.25,311.75,263.25,311.0,312.25,293.0,311.5,72.25,30.25,272.5,261.75,330.75,20.5,22.75,320.5,271.25,35.75,17.25,324.5,322.25,326.25,346.25,336.25,73.75,32.0
2,White,361.0,310.75,964.25,825.75,196.75,367.6666666666667,952.0,132.5,811.25,857.75,900.0,374.0,865.5,678.5,428.0,852.25,205.0,946.75,469.0,954.25,194.75,709.75,239.0,796.5,921.25,153.25,893.75,370.0,832.0,191.25,208.5,955.25,915.0,788.0,735.5,187.75,953.5,949.75,311.5,858.75,834.5,915.5,787.0,949.75,805.25,865.75,775.75,868.25,869.25,768.5,852.25,327.0,155.0,776.0,768.25,897.5,107.75,128.5,953.75,792.75,212.0,108.5,925.5,929.0,951.75,897.25,936.0,337.25,147.5
3,Black,6.25,7.25,5.25,7.0,6.0,7.333333333333333,6.0,6.25,7.25,5.0,7.0,11.75,5.0,7.5,12.0,12.25,13.0,15.75,8.0,23.25,6.75,7.25,5.75,7.0,7.25,6.25,8.75,4.5,8.75,5.75,11.5,8.5,7.75,16.75,6.0,5.75,5.75,9.25,5.25,13.75,6.25,6.25,7.0,9.0,16.0,7.75,6.5,5.0,5.0,14.75,15.0,11.25,10.25,6.75,7.75,16.5,5.75,5.75,6.75,6.0,5.0,5.25,5.5,16.75,7.0,13.75,16.5,11.5,11.0
3,Blue,127.75,125.5,332.75,272.0,98.25,144.33333333333334,297.0,70.75,241.5,237.75,270.25,155.25,240.5,186.75,150.5,266.5,103.0,293.75,154.0,309.0,87.0,200.0,102.75,221.75,288.0,79.75,265.5,143.25,239.0,96.0,99.25,309.5,267.25,239.25,196.5,90.0,310.75,287.25,122.5,268.25,241.5,279.0,231.5,293.5,237.25,253.25,221.25,239.5,239.25,235.25,261.0,106.0,83.75,219.75,224.25,280.75,56.75,68.0,317.75,248.25,94.5,57.5,292.5,281.0,292.5,276.5,301.0,107.75,78.75
3,Green,142.5,119.75,535.25,348.0,81.0,157.33333333333334,453.25,51.5,328.75,368.0,375.25,159.75,373.25,283.5,168.75,361.5,91.25,419.75,184.75,455.0,84.5,297.5,92.75,328.0,392.75,65.25,385.5,152.25,363.75,79.25,89.5,447.75,411.0,336.25,302.5,80.25,439.0,441.0,122.25,369.0,338.0,389.75,325.0,451.25,351.0,360.5,328.75,371.0,371.0,318.0,360.0,119.25,66.25,328.25,331.0,377.25,45.5,52.0,455.75,310.75,80.25,44.5,383.0,419.75,442.0,376.0,410.75,112.0,64.75
3,Red,79.25,56.75,355.25,284.75,30.5,91.66666666666669,303.75,24.25,292.75,303.75,317.0,97.0,305.0,250.75,105.0,312.25,40.0,367.25,129.5,367.0,35.25,250.5,44.25,295.5,313.25,24.5,315.75,69.25,281.25,29.5,45.25,346.75,311.25,287.75,272.0,30.25,328.75,324.5,65.0,327.25,286.5,322.5,274.75,330.25,286.25,312.0,265.0,307.5,309.5,292.75,313.0,72.25,28.75,276.5,260.0,333.25,21.25,22.25,323.0,270.25,34.25,17.0,322.25,317.5,329.0,344.5,336.25,74.25,30.0
3,White,360.75,312.5,961.75,825.25,200.5,371.0,951.25,131.25,809.75,859.25,897.25,376.25,865.25,681.0,430.5,871.0,205.25,949.75,468.0,952.75,195.5,708.75,238.0,795.5,920.5,154.25,897.0,369.0,831.75,190.0,209.0,952.75,915.75,787.25,738.0,188.25,952.0,947.0,309.75,856.5,834.25,919.0,785.5,951.25,802.25,868.25,772.75,867.0,864.0,768.25,847.75,326.0,154.25,775.75,771.5,902.75,108.25,128.5,950.5,798.0,211.25,108.25,926.5,932.0,950.0,905.75,928.75,337.5,149.75
4,Black,6.0,7.25,6.25,6.75,5.75,7.333333333333333,6.5,5.5,8.25,4.75,7.0,12.5,5.0,7.5,12.25,11.5,12.5,15.0,7.75,23.75,7.25,7.5,5.5,7.25,6.25,7.0,8.75,3.75,7.25,6.25,11.25,8.5,8.75,16.0,6.0,6.0,4.75,8.75,6.0,13.75,5.75,7.0,6.25,8.75,16.75,7.5,7.25,5.25,5.25,15.25,15.25,10.25,10.75,6.25,7.5,15.75,6.0,5.0,6.5,6.5,5.0,5.5,7.0,15.5,7.0,14.5,16.5,11.25,11.25
4,Blue,128.25,126.75,334.25,270.0,97.0,144.66666666666666,298.25,70.5,243.75,236.0,270.5,158.0,239.75,187.0,149.5,265.0,104.25,291.75,154.5,305.5,88.75,200.5,101.25,217.5,286.25,82.5,263.75,141.0,237.25,95.75,101.25,308.25,269.25,239.0,198.0,89.75,309.75,282.5,121.5,267.25,244.75,276.5,234.25,291.0,238.5,251.0,224.0,236.0,238.5,235.5,257.75,107.0,83.0,217.75,222.5,281.0,55.75,71.0,320.25,250.0,92.75,54.75,294.25,283.25,294.0,274.5,303.0,107.0,77.0
4,Green,143.0,119.5,533.25,348.0,81.5,157.0,452.75,50.5,330.0,369.5,374.25,158.5,373.75,282.5,169.75,365.25,91.75,419.75,186.75,457.5,83.75,298.5,92.25,327.0,395.75,65.5,385.0,153.75,366.5,77.25,93.75,448.75,408.5,334.0,305.75,80.0,438.0,439.5,124.0,365.25,342.5,388.75,323.75,455.75,346.5,363.0,327.0,369.25,368.5,315.5,356.25,117.5,65.5,325.25,330.25,379.75,43.5,49.5,455.5,311.0,82.25,44.0,382.75,419.5,443.5,375.0,409.0,114.25,62.0
4,Red,79.0,54.5,357.0,285.5,29.75,89.0,307.0,22.25,292.0,304.5,316.5,95.75,305.0,250.0,102.25,314.0,40.0,366.0,128.75,366.75,34.75,250.5,43.0,292.25,317.25,25.25,315.5,68.0,283.5,30.25,44.0,345.25,308.25,287.5,273.5,30.5,327.0,328.25,66.25,328.25,290.25,321.75,272.25,332.0,288.0,311.75,261.0,312.75,310.75,293.0,311.25,72.25,28.0,273.25,265.25,333.75,22.25,22.5,324.5,270.0,35.75,18.5,324.0,322.0,326.5,345.0,336.5,73.5,30.25
4,White,361.0,308.75,961.0,826.0,200.0,370.0,950.25,134.25,811.25,855.0,897.5,376.75,870.0,682.25,428.75,866.25,207.0,947.0,469.5,952.0,194.5,707.25,235.25,791.5,916.75,155.0,896.25,368.75,832.25,191.5,207.25,952.75,915.5,787.25,733.25,187.0,950.25,948.5,308.5,857.0,825.5,916.75,782.5,951.0,799.0,866.5,776.0,865.5,868.75,771.5,856.25,335.0,154.75,772.25,773.0,902.5,107.25,128.75,954.0,796.75,210.75,106.5,919.25,930.5,950.75,908.25,935.5,333.75,149.75
5,Black,6.25,7.0,6.25,7.0,5.75,7.333333333333333,6.25,5.25,7.5,4.75,7.25,12.75,5.0,7.0,12.0,12.5,13.75,15.0,7.75,23.5,6.75,7.5,6.5,7.25,6.75,7.0,9.25,4.0,8.25,5.75,11.75,8.25,7.5,16.25,6.75,5.5,5.0,8.75,6.0,14.5,5.5,6.75,7.5,9.0,16.0,7.5,6.75,5.0,5.0,15.25,15.25,11.0,11.0,6.75,7.5,17.5,5.75,5.25,5.5,5.5,5.0,4.75,6.75,15.75,7.5,14.25,16.5,10.75,11.0
5,Blue,126.25,127.25,335.75,269.5,98.0,146.0,294.0,69.5,243.5,237.0,271.75,156.25,241.0,185.75,149.0,266.0,104.25,290.75,156.5,306.75,88.25,201.5,101.0,219.75,285.5,80.5,265.0,140.75,240.0,94.25,101.75,306.0,263.25,235.5,196.5,89.5,311.0,287.25,124.5,271.0,244.25,277.5,231.5,289.5,235.75,253.25,224.5,238.75,236.75,234.0,259.25,108.25,82.5,217.25,224.0,280.75,56.5,69.0,320.25,252.5,92.0,55.25,293.0,282.25,293.75,274.25,304.0,108.25,80.75
5,Green,141.5,120.75,536.75,348.75,83.5,155.33333333333334,454.75,51.0,331.5,369.25,374.0,156.75,376.25,283.25,168.5,362.0,91.5,418.0,185.0,456.0,84.0,300.0,90.75,324.25,394.5,65.75,386.75,151.25,364.5,79.25,92.75,450.25,409.0,332.0,307.25,77.75,436.75,440.25,124.25,364.5,342.25,387.75,329.5,454.0,349.0,362.25,326.5,373.5,370.25,311.5,355.0,117.5,65.5,326.25,327.0,384.5,44.0,50.0,458.75,312.75,82.25,43.75,386.25,421.5,440.5,373.75,410.25,109.75,62.75
5,Red,80.5,56.25,354.25,285.0,30.5,88.66666666666667,307.0,23.5,291.25,302.75,315.5,97.0,306.0,251.75,101.5,313.75,39.75,367.75,129.5,368.75,35.25,251.25,41.0,295.5,317.5,25.5,316.5,68.75,281.75,33.5,44.75,344.5,310.25,291.25,272.25,31.75,327.75,328.75,66.25,325.75,288.5,320.5,275.25,332.25,287.5,311.25,262.25,309.75,308.25,296.25,311.75,73.5,29.5,275.5,261.0,335.25,21.5,21.5,321.5,269.0,35.75,17.25,323.25,322.0,328.75,342.75,332.75,73.0,29.5
5,White,359.0,308.75,961.75,830.5,201.25,364.6666666666667,946.75,131.75,807.75,859.5,901.0,378.0,864.25,679.75,426.0,854.75,208.0,945.5,470.25,951.25,192.5,707.75,239.75,793.5,922.75,154.25,894.75,369.5,828.25,191.25,207.75,951.0,912.5,792.0,739.75,188.75,951.5,947.0,311.25,872.25,821.0,913.5,790.75,951.0,799.0,865.75,772.5,865.25,866.5,770.5,853.25,332.75,153.75,776.0,769.75,887.75,110.75,130.25,953.25,800.0,210.75,107.25,920.25,930.25,949.0,905.75,938.0,335.25,149.25
6,Black,5.75,6.75,5.5,6.75,6.25,8.0,6.0,5.5,7.25,5.0,7.5,12.5,4.75,7.5,11.0,13.25,13.25,14.25,7.75,25.0,6.5,7.0,6.5,7.5,6.75,6.75,9.25,3.75,8.0,5.75,12.0,8.25,8.5,16.25,5.75,5.0,5.5,8.25,5.5,14.75,5.5,6.25,7.25,8.0,15.25,7.5,6.5,5.5,5.5,14.75,14.75,10.5,11.0,6.25,7.0,18.25,6.5,4.75,7.0,6.25,6.0,4.75,6.5,15.75,7.5,14.25,17.75,10.75,10.75
6,Blue,128.75,128.0,330.0,269.25,97.5,143.0,298.5,69.25,239.0,236.5,272.75,156.75,237.75,185.25,148.25,266.0,105.5,290.25,154.25,307.25,85.75,198.0,101.5,220.75,285.0,79.25,264.0,141.0,237.0,95.5,101.0,307.5,267.75,235.75,197.25,91.5,308.25,287.0,120.25,270.25,247.25,276.25,231.75,293.0,239.0,249.5,226.0,238.0,238.75,231.75,259.25,108.5,83.0,219.25,225.25,280.0,56.25,68.5,318.5,250.0,93.75,54.75,292.75,281.0,293.0,274.75,303.0,108.5,79.75
