NPK_PO4_0.4mgL_1  :  ปริมาณ 0.4 มิลลิกรัมต่อลิตร...NPK_RGBGLOVE_Auto_TCS
Light Source Color - OFF
N,P,K
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
6,1,1,0
Light Source Color - BLUE	 , 29/03/2024,11:57:00
7,1,1,0
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
7,5,90,255
Light Source Color - OFF	 , 29/03/2024,11:57:13
8,5,90,255
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
8,1,1,0
Light Source Color - WHITE	 , 29/03/2024,11:57:26
9,54,74,92
9,229,255,255
9,228,255,255
9,227,255,255
9,226,255,255
9,226,255,255
9,226,255,255
9,226,255,255
9,226,255,255
9,226,255,255
9,226,255,255
9,225,255,255
9,225,255,255
9,225,255,255
9,224,255,255
9,224,255,255
9,224,255,255
9,224,255,255
Light Source Color - OFF	 , 29/03/2024,11:57:38
10,224,255,255
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
Light Source Color - RED	 , 29/03/2024,11:57:51
11,1,1,0
11,199,11,22
11,198,11,22
11,198,11,22
11,198,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
11,197,11,22
Light Source Color - OFF	 , 29/03/2024,11:58:03
12,156,9,18
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
Light Source Color - GREEN	 , 29/03/2024,11:58:16
13,1,1,0
13,30,221,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
13,30,220,83
Light Source Color - OFF	 , 29/03/2024,11:58:28
14,30,220,83
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
Light Source Color - BLUE	 , 29/03/2024,11:58:41
15,2,23,77
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
15,5,90,255
Light Source Color - OFF	 , 29/03/2024,11:58:53
