Color,Intensity
Red,18
Red,17
Red,17
Red,17
Off,4
White,50
White,54
White,52
White,51
White,54
White,51
White,50
White,50
White,54
Red,18
Red,16
Red,15
Red,17
Red,18
Red,15
Red,16
Red,15
Red,17
Red,19
Green,14
Green,14
Green,14
Green,14
Green,13
Green,12
Green,13
Green,12
Green,14
Green,14
Blue,32
Blue,32
Blue,31
Blue,32
Blue,34
Blue,33
Blue,32
Blue,32
Blue,31
Blue,31
White,55
White,56
White,53
White,52
White,52
White,55
White,52
White,58
White,52
White,52
Red,17
Red,18
Red,16
Red,16
Red,17
Red,18
Red,16
Red,16
Red,18
Red,18
Off,4
White,54
White,57
White,58
White,58
White,57
White,54
White,57
White,54
White,54
Red,19
Red,17
Red,17
Red,15
Red,16
Red,16
Red,17
Red,16
Red,18
Red,17
Green,14
Green,13
Green,13
Green,12
Green,13
Green,14
Green,13
Green,13
Green,14
Green,14
Blue,31
Blue,32
Blue,36
Blue,35
Blue,37
Blue,34
Blue,34
Blue,35
Blue,34
Blue,37
White,56
White,59
White,57
White,60
White,57
White,56
White,59
White,57
White,56
White,61
Red,19
Red,17
Red,20
Red,17
Red,15
Red,17
Red,19
Red,17
Red,16
Red,17
Off,4
White,56
White,60
White,56
White,59
White,55
White,58
White,61
White,60
White,56
Red,19
Red,16
Red,15
Red,17
Red,17
Red,18
Red,19
Red,18
Red,20
Red,17
Green,13
Green,14
Green,13
Green,15
Green,14
Green,14
Green,13
Green,15
Green,12
Green,14
Blue,36
Blue,36
Blue,36
Blue,37
Blue,37
Blue,36
Blue,37
Blue,39
Blue,34
Blue,38
White,60
White,63
White,57
White,57
White,59
White,61
White,59
White,58
White,58
White,61
Red,19
Red,20
Red,18
Red,16
Red,18
Red,21
Red,19
Red,19
Red,18
Red,17
Off,4
White,63
White,59
White,58
White,57
White,60
White,58
White,63
White,61
White,61
Red,17
Red,17
Red,18
Red,18
Red,18
Red,18
Red,18
Red,18
Red,18
Red,18
Green,12
Green,15
Green,13
Green,15
Green,15
Green,13
Green,15
Green,14
Green,15
Green,14
Blue,39
Blue,38
Blue,37
Blue,37
Blue,40
Blue,36
Blue,37
Blue,41
Blue,39
Blue,38
White,62
White,61
White,62
White,60
White,59
White,62
White,64
White,60
White,59
White,62
Red,21
Red,20
Red,18
Red,18
Red,18
Red,21
Red,21
Red,18
Red,17
Red,20
Off,4
White,66
White,61
White,66
White,66
White,62
White,65
White,64
White,62
White,66
Red,19
Red,19
Red,20
Red,18
Red,21
Red,20
Red,21
Red,21
Red,19
Red,22
Green,14
Green,14
Green,13
Green,13
Green,15
Green,14
Green,16
Green,14
Green,16
Green,15
Blue,41
Blue,39
Blue,36
Blue,37
Blue,37
Blue,38
Blue,37
Blue,41
Blue,41
Blue,38
White,64
White,66
White,63
White,65
White,69
White,63
White,62
White,62
White,63
White,62
Red,19
Red,20
Red,20
Red,18
Red,18
Red,18
Red,21
Red,20
Red,19
Red,19
Off,4
White,65
White,65
White,62
White,62
White,60
White,63
White,67
White,69
White,69
Red,21
Red,19
Red,22
Red,20
Red,21
Red,19
Red,21
Red,21
Red,19
Red,21
Green,13
Green,14
Green,16
Green,13
Green,13
Green,15
Green,14
Green,13
Green,14
Green,14
Blue,44
Blue,39
Blue,40
Blue,40
Blue,43
Blue,39
Blue,41
Blue,41
Blue,41
Blue,41
White,66
White,65
White,66
White,66
White,64
White,67
White,67
White,66
White,69
White,69
Red,21
Red,23
Red,18
Red,22
Red,19
Red,20
Red,19
Red,22
Red,21
Red,20
Off,4
White,68
White,65
White,68
White,67
White,67
White,71
White,66
White,65
White,66
Red,22
Red,22
Red,22
Red,21
Red,20
Red,19
Red,19
Red,21
Red,19
Red,20
Green,14
Green,15
Green,14
Green,17
Green,14
Green,13
Green,14
Green,14
Green,14
Green,14
Blue,44
Blue,44
Blue,39
Blue,39
Blue,43
Blue,41
Blue,44
Blue,43
Blue,41
Blue,41
White,70
White,67
White,67
White,66
White,67
White,69
White,71
White,70
White,72
White,70
Red,20
Red,22
Red,20
Red,20
Red,20
Red,20
Red,19
Red,22
Red,21
Red,22
Off,3
White,68
White,71
White,70
White,68
White,70
White,68
White,67
White,71
White,70
Red,21
Red,22
Red,21
Red,19
Red,22
Red,21
Red,20
Red,19
Red,21
Red,24
Green,15
Green,14
Green,14
Green,14
Green,16
Green,14
Green,14
Green,15
Green,14
Green,14
Blue,41
Blue,46
Blue,42
Blue,41
Blue,46
Blue,41
Blue,42
Blue,42
Blue,43
Blue,42
White,75
White,71
White,69
White,68
White,72
White,73
White,73
White,73
White,68
White,71
Red,20
Red,21
Red,21
Red,22
Red,23
Red,21
Red,19
Red,22
Red,22
Red,22
Off,4
White,75
White,70
White,70
White,70
White,69
White,69
White,75
White,70
White,72
Red,22
Red,20
Red,21
Red,22
Red,22
Red,23
Red,20
Red,22
Red,23
Red,20
Green,17
Green,14
Green,16
Green,15
Green,17
Green,15
Green,16
Green,15
Green,17
Green,15
Blue,45
Blue,44
Blue,42
Blue,47
Blue,42
Blue,47
Blue,42
Blue,45
Blue,45
Blue,44
White,74
White,74
White,70
White,71
White,72
White,71
White,72
White,71
White,72
White,77
Red,22
Red,21
Red,22
Red,22
Red,21
Red,23
Red,23
Red,23
Red,22
Red,23
Off,5
White,71
White,71
White,73
White,72
White,72
White,73
White,72
White,77
White,74
Red,22
Red,21
Red,22
Red,23
Red,21
Red,21
Red,22
Red,22
Red,22
Red,21
Green,17
Green,15
Green,17
Green,15
Green,16
Green,16
Green,15
Green,16
Green,15
Green,14
Blue,46
Blue,43
Blue,46
Blue,45
Blue,45
Blue,44
Blue,44
Blue,47
Blue,45
Blue,47
White,75
White,72
White,72
White,74
White,73
White,74
White,74
White,73
White,80
White,72
Red,21
Red,24
Red,22
Red,21
Red,24
Red,21
Red,23
Red,22
Red,22
Red,25
Off,4
White,75
White,73
White,76
White,74
White,76
White,75
White,75
White,74
White,77
Red,22
Red,21
Red,21
Red,22
Red,22
Red,24
Red,23
Red,22
Red,24
Red,23
Green,14
Green,15
Green,17
Green,15
Green,16
Green,15
Green,14
Green,17
Green,15
Green,15
Blue,44
Blue,45
Blue,47
Blue,49
Blue,45
Blue,46
Blue,44
Blue,46
Blue,45
Blue,45
White,76
White,74
White,73
White,79
White,76
White,75
White,73
White,75
White,76
White,75
Red,22
Red,22
Red,24
Red,23
Red,22
Red,22
Red,22
Red,26
Red,24
Red,22
Off,5
White,77
White,75
White,81
White,79
White,75
White,76
White,75
White,77
White,76
Red,22
Red,25
Red,22
Red,25
Red,22
Red,22
Red,24
Red,21
Red,25
Red,24
Green,14
Green,16
Green,16
Green,15
Green,15
Green,15
Green,15
Green,14
Green,15
Green,16
Blue,44
Blue,48
Blue,45
Blue,45
Blue,45
Blue,49
Blue,46
Blue,46
Blue,48
Blue,48
White,75
White,79
White,76
White,82
White,79
White,81
White,77
White,82
White,80
White,79
Red,25
Red,25
Red,25
Red,23
Red,26
Red,22
Red,24
Red,25
Red,24
Red,25
Off,5
White,76
White,81
White,78
White,77
White,77
White,76
White,80
White,78
White,79
Red,25
Red,23
Red,25
Red,23
Red,22
Red,25
Red,23
Red,22
Red,23
Red,25
Green,15
Green,17
Green,17
Green,17
Green,15
Green,14
Green,17
Green,16
Green,16
Green,17
Blue,49
Blue,50
Blue,45
Blue,45
Blue,48
Blue,50
Blue,47
Blue,49
Blue,46
Blue,48
White,81
White,80
White,79
White,79
White,81
White,78
White,77
White,82
White,82
White,76
Red,25
Red,26
Red,22
Red,27
Red,23
Red,25
Red,23
Red,24
Red,23
Red,26
Off,4
White,84
White,81
White,79
White,79
White,77
White,78
White,79
White,80
White,78
Red,24
Red,25
Red,23
Red,23
Red,23
Red,23
Red,25
Red,24
Red,25
Red,23
Green,14
Green,18
Green,15
Green,15
Green,17
Green,16
Green,16
Green,17
Green,18
Green,16
Blue,48
Blue,49
Blue,48
Blue,47
Blue,47
Blue,47
Blue,46
Blue,49
Blue,47
Blue,51
White,81
White,85
White,79
White,83
White,79
White,78
White,81
White,81
White,82
White,84
Red,26
Red,24
Red,23
Red,24
Red,26
Red,24
Red,24
Red,25
Red,26
Red,25
Off,5
White,82
White,83
White,79
White,81
White,84
White,82
White,81
White,81
White,80
Red,26
Red,24
Red,23
Red,26
Red,25
Red,26
Red,27
Red,26
Red,24
Red,27
Green,15
Green,16
Green,17
Green,16
Green,16
Green,15
Green,15
Green,18
Green,16
Green,15
Blue,51
Blue,49
Blue,51
Blue,53
Blue,47
Blue,52
Blue,50
Blue,51
Blue,53
Blue,48
White,80
White,81
White,82
White,80
White,79
White,84
White,81
White,83
White,83
White,80
Red,26
Red,26
Red,23
Red,27
Red,25
Red,24
Red,24
Red,27
Red,24
Red,26
Off,5
White,85
White,82
White,85
White,80
White,82
White,81
White,85
White,83
White,84
Red,25
Red,27
Red,26
Red,25
Red,23
Red,26
Red,25
Red,23
Red,27
Red,26
Green,17
Green,17
Green,18
Green,16
Green,17
Green,17
Green,16
Green,19
Green,16
Green,17
Blue,51
Blue,47
Blue,48
Blue,47
Blue,50
