Color,Intensity
White,377
White,377
White,376
White,375
White,378
Red,117
Red,115
Red,115
Red,118
Red,115
Red,112
Red,117
Red,114
Red,113
Red,116
Green,27
Green,26
Green,25
Green,28
Green,26
Green,26
Green,26
Green,25
Green,27
Green,27
Blue,250
Blue,244
Blue,243
Blue,247
Blue,249
Blue,248
Blue,249
Blue,243
Blue,248
Blue,246
White,375
White,378
White,379
White,374
White,377
White,376
White,371
White,375
White,375
White,373
Red,114
Red,112
Red,119
Red,113
Red,112
Red,114
Red,116
Red,115
Red,115
Red,115
Off,4
White,381
White,373
White,376
White,375
White,373
White,380
White,380
White,377
White,376
Red,115
Red,111
Red,119
Red,114
Red,116
Red,114
Red,113
Red,307
Red,310
Red,317
Green,149
Green,159
Green,155
Green,149
Green,152
Green,153
Green,152
Green,154
Green,149
Green,149
Blue,272
Blue,274
Blue,273
Blue,274
Blue,272
Blue,273
Blue,280
Blue,276
Blue,275
Blue,272
White,663
White,666
White,663
White,661
White,664
White,672
White,670
White,662
White,664
White,667
Red,268
Red,266
Red,272
Red,273
Red,268
Red,269
Red,269
Red,269
Red,269
Red,270
Off,5
White,664
White,665
White,662
White,665
White,667
White,659
White,662
White,667
White,666
Red,264
Red,269
Red,270
Red,273
Red,263
Red,270
Red,269
Red,274
Red,270
Red,273
Green,154
Green,147
Green,154
Green,146
Green,146
Green,149
Green,148
Green,150
Green,149
Green,146
Blue,275
Blue,280
Blue,276
Blue,276
Blue,280
Blue,272
Blue,279
Blue,278
Blue,274
Blue,275
White,661
White,670
White,663
White,671
White,660
White,667
White,663
White,656
White,669
White,673
Red,270
