Color,Intensity
Red,113
Red,114
Red,113
Off,5
White,396
White,394
White,398
White,393
White,396
White,400
White,393
White,389
White,395
Red,114
Red,114
Red,113
Red,113
Red,116
Red,113
Red,116
Red,115
Red,113
Red,116
Green,20
Green,22
Green,24
Green,23
Green,22
Green,23
Green,21
Green,25
Green,23
Green,21
Blue,273
Blue,273
Blue,273
Blue,275
Blue,274
Blue,271
Blue,276
Blue,268
Blue,272
Blue,272
White,397
White,400
White,397
White,396
White,397
White,393
White,400
White,395
White,395
White,400
Red,118
Red,118
Red,115
Red,112
Red,117
Red,118
Red,116
Red,118
Red,116
Red,113
Off,6
White,397
White,398
White,392
White,393
White,400
White,397
White,393
White,398
White,391
Red,114
Red,116
Red,117
Red,115
Red,113
Red,116
Red,116
Red,114
Red,114
Red,112
Green,24
Green,21
Green,25
Green,22
Green,24
Green,22
Green,25
Green,23
Green,24
Green,22
Blue,274
Blue,270
Blue,273
Blue,268
Blue,271
Blue,274
Blue,271
Blue,270
Blue,268
Blue,272
White,398
White,392
White,395
White,399
White,393
White,397
White,394
White,398
White,389
White,392
Red,117
Red,113
Red,114
Red,114
Red,113
Red,113
Red,115
Red,117
Red,113
Red,117
Off,6
White,393
White,398
White,400
White,397
White,398
White,394
White,398
White,393
White,392
Red,114
Red,114
Red,116
Red,113
Red,113
Red,112
Red,118
Red,118
Red,117
Red,114
Green,22
Green,21
Green,22
Green,25
Green,25
Green,23
Green,22
Green,24
Green,24
Green,24
Blue,272
Blue,272
Blue,271
Blue,271
Blue,271
Blue,276
Blue,269
Blue,272
Blue,273
Blue,274
White,399
White,400
White,394
White,398
White,397
White,395
White,397
White,398
White,398
White,390
Red,115
Red,112
Red,114
Red,114
Red,118
Red,115
Red,116
Red,113
Red,113
Red,118
Off,4
White,399
White,398
White,399
White,394
White,396
White,396
White,392
White,397
White,393
Red,114
Red,116
Red,112
Red,114
Red,116
Red,114
Red,116
Red,114
Red,118
Red,119
Green,21
Green,23
Green,23
Green,22
Green,21
Green,22
Green,23
Green,23
Green,24
Green,23
Blue,274
Blue,275
Blue,276
Blue,271
Blue,271
Blue,270
Blue,267
Blue,269
Blue,270
Blue,268
White,390
White,396
White,398
White,399
White,390
White,393
White,393
White,391
White,395
White,395
Red,114
Red,111
Red,114
Red,115
Red,115
Red,113
Red,120
Red,116
Red,115
Red,114
Off,5
White,394
White,396
White,388
White,392
White,394
White,397
White,395
White,397
White,395
Red,110
Red,113
Red,119
Red,113
Red,113
Red,113
Red,113
Red,113
Red,110
Red,116
Green,24
Green,24
Green,24
Green,22
Green,23
Green,23
Green,23
Green,26
Green,21
Green,21
Blue,276
Blue,273
Blue,272
Blue,267
Blue,268
Blue,270
Blue,276
Blue,275
Blue,274
Blue,274
White,397
White,399
White,398
White,393
White,394
White,392
White,395
White,391
White,398
White,393
Red,116
Red,114
Red,112
Red,115
Red,117
Red,115
Red,117
Red,114
Red,113
Red,114
Off,4
White,394
White,395
White,390
White,392
White,396
White,398
White,394
White,399
White,399
Red,112
Red,114
Red,117
Red,111
Red,116
Red,117
Red,112
Red,117
Red,111
Red,118
Green,24
Green,21
Green,22
Green,23
Green,22
Green,22
Green,24
Green,21
Green,25
Green,24
Blue,275
Blue,275
Blue,267
Blue,269
Blue,273
Blue,269
Blue,273
Blue,276
Blue,266
Blue,270
White,393
White,386
White,396
White,400
White,387
White,394
White,397
White,396
White,396
White,393
Red,113
Red,113
Red,117
Red,113
Red,113
Red,117
Red,110
Red,117
Red,120
Red,116
Off,6
White,390
White,394
White,392
White,395
White,397
White,397
White,393
White,394
White,396
Red,114
Red,117
Red,114
Red,114
Red,116
Red,117
Red,113
Red,119
Red,111
Red,110
Green,24
Green,23
Green,22
Green,22
Green,22
Green,21
Green,23
Green,22
Green,20
Green,22
Blue,269
Blue,269
Blue,274
Blue,271
Blue,276
Blue,271
Blue,274
Blue,276
Blue,273
Blue,273
White,386
White,390
White,392
White,392
White,689
White,713
White,655
White,647
White,640
White,644
Red,268
Red,264
Red,267
Red,260
Red,258
Red,263
Red,262
Red,263
Red,260
Red,262
Off,4
White,650
White,646
White,648
White,652
White,648
White,641
White,648
White,650
White,642
Red,259
Red,262
Red,262
Red,263
Red,263
Red,262
Red,256
Red,265
Red,266
Red,265
Green,142
Green,139
Green,139
Green,140
Green,138
Green,140
Green,136
Green,141
Green,141
Green,144
Blue,275
Blue,272
Blue,277
Blue,273
Blue,273
Blue,272
Blue,279
Blue,278
Blue,276
Blue,274
White,643
White,646
White,648
White,648
White,649
White,651
White,646
White,650
White,650
White,655
Red,261
Red,259
Red,259
Red,261
Red,261
Red,261
Red,264
Red,259
Red,260
Red,260
Off,5
White,653
White,641
White,645
White,655
White,655
White,647
White,644
White,650
White,649
Red,262
Red,266
Red,257
Red,261
Red,262
Red,266
Red,262
Red,264
Red,258
Red,259
Green,138
Green,136
Green,143
Green,140
Green,142
Green,139
Green,138
Green,138
Green,141
Green,144
Blue,277
Blue,278
Blue,275
Blue,279
Blue,270
Blue,271
Blue,277
Blue,276
Blue,272
Blue,278
White,650
White,641
White,652
White,648
White,641
White,647
White,646
White,652
White,648
White,650
Red,263
Red,257
Red,261
Red,262
Red,260
Red,263
Red,262
Red,260
Red,265
Red,265
Off,4
White,648
White,655
White,639
White,648
White,648
White,651
White,649
White,645
White,648
Red,264
Red,263
Red,261
Red,263
Red,257
Red,259
Red,261
Red,260
Red,264
Red,261
Green,139
Green,138
Green,139
Green,143
Green,142
Green,141
Green,142
Green,138
Green,141
Green,144
Blue,276
Blue,273
Blue,275
Blue,277
Blue,271
Blue,274
Blue,278
Blue,270
Blue,273
Blue,277
White,647
White,645
White,648
White,651
White,643
White,647
White,648
White,645
White,652
White,651
Red,262
Red,262
Red,264
Red,259
Red,260
Red,258
Red,259
Red,262
Red,260
Red,261
Off,5
White,646
White,648
White,639
White,646
White,646
White,650
White,644
White,646
White,651
Red,265
Red,264
Red,262
Red,264
Red,260
Red,258
Red,259
Red,264
Red,261
Red,262
Green,137
Green,139
Green,139
Green,141
Green,142
Green,142
Green,140
Green,140
Green,143
Green,139
Blue,275
Blue,271
Blue,275
Blue,280
Blue,278
Blue,277
Blue,277
Blue,266
Blue,276
Blue,275
White,647
White,646
White,647
White,642
White,645
White,652
White,651
White,650
White,651
White,651
Red,258
Red,255
Red,258
Red,265
Red,265
Red,260
Red,257
Red,258
Red,259
Red,258
Off,5
White,642
White,652
White,648
White,652
White,647
White,647
White,648
White,642
White,641
Red,265
Red,265
Red,259
Red,260
Red,266
Red,262
Red,260
Red,264
Red,256
Red,258
Green,144
Green,138
Green,146
Green,139
Green,141
Green,138
Green,137
Green,137
Green,140
Green,144
Blue,273
Blue,277
Blue,275
Blue,277
Blue,272
